mel,label
"[[-1.2306554  -1.2306554   0.8272601  ... -1.219028   -1.2306554
  -1.2020721 ]
 [-1.2306554  -1.2306554   0.9693189  ... -1.2306554  -1.2306554
  -1.1490934 ]
 [-1.2306554  -1.2306554   1.0626808  ... -1.2306554  -1.2069597
  -1.1014476 ]
 ...
 [-1.2306554  -1.2306554  -1.2306554  ...  0.23801012  0.6346714
   0.7075738 ]
 [-1.2306554  -1.2306554  -1.2306554  ...  0.07533021  0.17721328
   0.31507048]
 [-1.2306554  -1.2306554  -1.2306554  ... -1.0918466  -0.5423252
  -0.5381883 ]]",1
"[[-0.85898453 -1.3687654  -1.4985138  ... -0.03781147  0.25258613
   0.28424174]
 [-0.78749573 -1.2573344  -1.1646787  ...  0.28721184  0.5977617
   1.137331  ]
 [-0.7261858  -1.1736473  -1.0152194  ...  0.43517357  0.74906355
   1.322095  ]
 ...
 [-0.825057   -0.6674003  -0.65925187 ... -0.9080577  -0.8939756
  -0.9773767 ]
 [-1.220976   -0.9053366  -1.016452   ... -1.265964   -1.3484195
  -1.3037466 ]
 [-1.5135138  -1.5135138  -1.5135138  ... -1.5135138  -1.5135138
  -1.5135138 ]]",1
"[[ 1.2762958   0.49611053  0.42095265 ... -1.4370064   0.05025714
   0.12907632]
 [ 1.5179826   0.99246264  0.92656475 ... -0.04140513 -0.10638919
  -0.00690794]
 [ 1.6428602   1.1513239   1.086066   ...  0.13398892 -0.75045127
  -0.36161408]
 ...
 [ 0.07943629 -0.73859334 -1.2043965  ...  1.5721253   1.1260519
   0.7406408 ]
 [-0.07679991 -1.2573171  -1.4370064  ...  1.4430691   0.55694306
   0.3060139 ]
 [-0.43620506 -1.4370064  -1.4370064  ...  0.20659289 -0.16264302
  -0.34918112]]",1
"[[-1.2845387  -1.141296   -1.2845387  ... -0.1750087  -0.32035345
  -0.5595112 ]
 [-1.2735423  -0.80973274 -0.50242704 ... -0.35172522 -0.48718876
  -0.34139323]
 [-1.0819154  -0.6565401  -0.30577493 ... -1.0639005  -1.0185726
  -0.21460466]
 ...
 [-1.2845387  -1.2845387  -0.9785984  ...  0.48932317  0.15067907
   0.11506123]
 [-1.2845387  -1.2845387  -1.2845387  ... -0.5783523  -0.9231166
  -0.86922264]
 [-1.2845387  -1.2845387  -1.2845387  ... -1.2845387  -1.2845387
  -1.2845387 ]]",1
"[[ 0.31466556  0.13047558 -0.4673215  ... -0.3753071   0.28033632
   0.42889914]
 [ 0.6548099   0.29552066  0.08924235 ...  0.34592748  0.6214976
   0.6172708 ]
 [ 0.8122219   0.40555462  0.27266097 ...  0.5387383   0.77909213
   0.7360119 ]
 ...
 [-0.17512386 -0.76249814  0.10147006 ... -1.557892   -1.6333153
  -1.6333153 ]
 [-0.37687868 -1.0050046   0.12965894 ... -1.6333153  -1.6333153
  -1.6333153 ]
 [-0.8458805  -1.6333153  -0.7216756  ... -1.6333153  -1.6333153
  -1.6333153 ]]",0
"[[-0.63648564 -1.1555692  -0.6541808  ...  0.03096131 -0.9851443
   0.36695996]
 [-0.6201409  -1.1376998  -0.38466224 ...  0.32639623  0.13897194
   0.6501993 ]
 [-0.6006924  -1.1168741  -0.24865615 ...  0.46775445  0.3247578
   0.78911847]
 ...
 [-1.6041234  -1.6041234  -1.6041234  ...  0.16865858  0.00535508
  -0.5746048 ]
 [-1.6041234  -1.6041234  -1.6041234  ... -0.1392576  -0.05033718
  -0.84620005]
 [-1.6041234  -1.6041234  -1.6041234  ... -1.085616   -0.76400346
  -1.6041234 ]]",1
"[[ 0.46389455 -0.36557868 -0.23645088 ... -1.257564   -1.257564
  -1.257564  ]
 [ 0.45410663  0.07635362  0.28277978 ... -1.257564   -1.257564
  -1.257564  ]
 [ 0.44682     0.22492471  0.43659618 ... -1.257564   -1.257564
  -1.257564  ]
 ...
 [ 0.990616    0.947218   -0.02682378 ... -1.257564   -1.257564
  -1.257564  ]
 [ 0.53826404  0.5165256  -0.20914602 ... -1.257564   -1.257564
  -1.257564  ]
 [ 0.0759808  -0.9976784  -1.257564   ... -1.257564   -1.257564
  -1.257564  ]]",1
"[[ 1.1265191  -0.84726024 -0.7926174  ... -0.01515223 -0.43367288
  -0.1955088 ]
 [ 1.1433082  -0.6418462  -0.73682904 ... -0.19894609 -0.41384292
  -0.39316866]
 [ 1.1638482  -0.5140865  -0.6843733  ... -0.8081883  -0.39052886
  -1.3601363 ]
 ...
 [-0.6000592  -0.21642204  1.3266515  ... -0.6637706  -0.9004945
  -1.2927865 ]
 [-0.79552823 -0.49791858  0.9677051  ... -1.4960324  -1.2314143
  -1.7588454 ]
 [-1.1138074  -1.6933048  -0.02192679 ... -1.8229643  -1.8229643
  -1.8229643 ]]",0
"[[ 7.1082025   5.202371    4.6541376  ... -0.30027553 -0.30027553
  -0.30027553]
 [ 7.3792796   5.292543    5.6332335  ... -0.30027553 -0.30027553
  -0.30027553]
 [ 7.5716133   5.37962     5.9789023  ... -0.30027553 -0.30027553
  -0.30027553]
 ...
 [ 2.5297713   3.063726    3.2698333  ... -0.30027553 -0.30027553
  -0.30027553]
 [ 2.4347594   2.1251507   2.4596164  ... -0.30027553 -0.30027553
  -0.30027553]
 [ 1.2867403   0.10134165 -0.30027553 ... -0.30027553 -0.30027553
  -0.30027553]]",1
"[[ 0.9600007  -0.36778182 -1.1561353  ... -1.4712114  -1.4712114
  -1.0240839 ]
 [ 1.3400975   0.27661282 -0.521092   ... -1.4712114  -1.4016923
  -0.6997638 ]
 [ 1.5003134   0.46023023 -0.3379537  ... -1.4712114  -1.2615094
  -0.5486245 ]
 ...
 [-0.7229175  -0.8340013   0.54706657 ... -0.8519625  -0.6102437
  -0.637459  ]
 [-0.86801887 -1.2836401   0.23668492 ... -1.4712114  -1.1139572
  -1.2206967 ]
 [-1.2093886  -1.4712114  -1.123658   ... -1.4712114  -1.4712114
  -1.4712114 ]]",1
"[[-1.382619   -1.382619   -1.382619   ... -0.15053135 -0.05011564
  -0.4253282 ]
 [-1.382619   -1.382619   -1.382619   ...  0.01534828  0.18007869
  -0.22564557]
 [-1.382619   -1.382619   -1.382619   ...  0.12067576  0.3049656
  -0.10923572]
 ...
 [-1.382619   -1.382619   -1.382619   ... -1.382619   -1.382619
  -1.1749591 ]
 [-1.382619   -1.382619   -1.382619   ... -1.382619   -1.382619
  -1.382619  ]
 [-1.382619   -1.382619   -1.382619   ... -1.382619   -1.382619
  -1.382619  ]]",1
"[[-0.35318398 -0.2938382  -0.09926029 ...  0.51853347  0.33063442
  -0.10010953]
 [-0.18886778 -0.3037115  -0.1831835  ...  0.3822025   0.14660288
  -0.260572  ]
 [-0.07955162 -0.31031325 -0.30389258 ...  0.09659776 -0.71211827
  -0.6998564 ]
 ...
 [-1.02123    -0.5897043  -1.030827   ...  0.4070958   0.92720526
  -1.5354165 ]
 [-1.59817    -1.0140191  -1.6776108  ... -0.03918009  0.46274847
  -1.6006761 ]
 [-1.6790723  -1.8647604  -1.8647604  ... -0.9576377  -1.138869
  -1.8647604 ]]",1
"[[ 1.6331208   1.3271699   1.978833   ... -0.65176713 -0.65176713
  -0.65176713]
 [ 1.7154704   1.5039485   2.6711166  ... -0.65176713 -0.65176713
  -0.65176713]
 [ 1.7827157   1.6132191   2.8459697  ... -0.65176713 -0.65176713
  -0.65176713]
 ...
 [-0.65176713 -0.65176713 -0.3073628  ... -0.65176713 -0.65176713
  -0.65176713]
 [-0.65176713 -0.65176713 -0.48071775 ... -0.65176713 -0.65176713
  -0.65176713]
 [-0.65176713 -0.65176713 -0.65176713 ... -0.65176713 -0.65176713
  -0.65176713]]",0
"[[ 0.61473304 -0.66067094 -0.66067094 ... -0.66067094 -0.66067094
  -0.66067094]
 [ 0.5981716  -0.66067094 -0.66067094 ... -0.66067094 -0.66067094
  -0.66067094]
 [ 0.5826147  -0.61621386 -0.66067094 ... -0.66067094 -0.66067094
  -0.66067094]
 ...
 [-0.11042492 -0.66067094 -0.00768484 ... -0.66067094 -0.66067094
  -0.66067094]
 [-0.28387272 -0.66067094 -0.66067094 ... -0.66067094 -0.66067094
  -0.66067094]
 [-0.66067094 -0.66067094 -0.66067094 ... -0.66067094 -0.66067094
  -0.66067094]]",1
"[[ 1.4390472   1.110864    1.1312336  ...  1.4070643   1.0557675
   1.5274734 ]
 [ 1.4385805   1.0978441   1.5840758  ...  1.6196262   1.3924803
   1.6503007 ]
 [ 1.441537    1.0871266   1.7405592  ...  1.7377683   1.5356897
   1.7371802 ]
 ...
 [-0.844144   -0.06299748  1.2184222  ... -0.844144   -0.844144
  -0.844144  ]
 [-0.844144    0.16071841  1.0799067  ... -0.844144   -0.844144
  -0.844144  ]
 [-0.844144   -0.5718535   0.7016409  ... -0.844144   -0.844144
  -0.844144  ]]",0
"[[-1.3686783  -1.3686783  -0.00463402 ... -0.5938657  -0.4795646
  -0.09547465]
 [-1.3686783  -1.3686783   0.17169838 ... -0.3035645  -0.2480461
   0.5467354 ]
 [-1.3686783  -1.3686783   0.2769612  ... -0.17142746 -0.12776898
   0.70853937]
 ...
 [-1.3686783  -1.3686783  -1.3686783  ...  0.85135984 -0.02466134
  -0.5798338 ]
 [-1.3686783  -1.3686783  -1.3686783  ...  0.9489618  -0.09996939
  -0.7628844 ]
 [-1.3686783  -1.3686783  -1.3686783  ...  0.01742657 -0.8605907
  -1.3686783 ]]",0
"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",1
"[[-1.3317984  -0.8240971   1.4134703  ...  1.320544    1.2473623
   1.2221829 ]
 [-1.3317984  -0.99780804  1.2443916  ...  1.152174    1.0875932
   1.0666581 ]
 [-1.3317984  -1.3317984   0.4140835  ...  0.35597566  0.52473384
   0.56857973]
 ...
 [-1.3317984  -1.3317984  -0.8651097  ... -0.6270148  -0.740868
  -1.0632231 ]
 [-1.3317984  -1.3317984  -1.1172779  ... -0.8527007  -0.7831057
  -1.3317984 ]
 [-1.3317984  -1.3317984  -1.3317984  ... -1.3317984  -1.3317984
  -1.3317984 ]]",0
"[[ 2.4782143   1.339484    1.274405   ... -0.33178413 -0.33178413
  -0.33178413]
 [ 2.7215505   1.5784384   1.696503   ... -0.33178413 -0.33178413
  -0.33178413]
 [ 2.8729496   1.7283201   1.8931279  ... -0.33178413 -0.33178413
  -0.33178413]
 ...
 [-0.08371986 -0.33178413 -0.33178413 ... -0.33178413 -0.33178413
  -0.33178413]
 [-0.0372844  -0.33178413 -0.33178413 ... -0.33178413 -0.33178413
  -0.33178413]
 [-0.23705107 -0.33178413 -0.33178413 ... -0.33178413 -0.33178413
  -0.33178413]]",0
"[[ 1.7101334   2.1013486   2.0304706  ...  1.5575798   1.140921
   0.8863637 ]
 [ 1.8256508   2.0972908   2.0393658  ...  1.7469441   1.4564362
   1.5983533 ]
 [ 1.9128258   2.0969367   2.05211    ...  1.8648839   1.6072197
   1.7872592 ]
 ...
 [ 0.96215105  0.6160903  -0.12389123 ... -0.975031   -1.0833005
  -0.9347897 ]
 [ 0.50730103  0.41358215 -0.9892316  ... -1.49604    -1.2197177
  -1.4918067 ]
 [-0.9359691  -0.94970626 -1.8952202  ... -1.8952202  -1.8952202
  -1.8952202 ]]",1
"[[-1.0902932 -1.0902932 -1.0902932 ... -1.0902932 -1.0902932 -1.0902932]
 [-1.0902932 -1.0902932 -1.0902932 ... -1.0902932 -1.0902932 -1.0902932]
 [-1.0902932 -1.0902932 -1.0902932 ... -1.0902932 -1.0902932 -1.0902932]
 ...
 [-1.0902932 -1.0902932 -1.0902932 ... -1.0902932 -1.0902932 -1.0902932]
 [-1.0902932 -1.0902932 -1.0902932 ... -1.0902932 -1.0902932 -1.0902932]
 [-1.0902932 -1.0902932 -1.0902932 ... -1.0902932 -1.0902932 -1.0902932]]",1
"[[ 0.42335707 -0.4386707   0.7901559  ... -0.4386707  -0.4386707
  -0.4386707 ]
 [ 0.55043244  0.1943145   1.0832713  ... -0.4386707  -0.4386707
  -0.4386707 ]
 [ 0.6433176   0.39054152  1.2297124  ... -0.4386707  -0.4386707
  -0.4386707 ]
 ...
 [-0.1770112   0.09882384  0.04299712 ... -0.4386707  -0.4386707
  -0.4386707 ]
 [-0.35730776 -0.30308372 -0.03004357 ... -0.4386707  -0.4386707
  -0.4386707 ]
 [-0.4386707  -0.4386707  -0.4386707  ... -0.4386707  -0.4386707
  -0.4386707 ]]",1
"[[ 0.40217128  0.7463581   0.833927   ...  0.41575262  0.8630011
   0.9634358 ]
 [ 0.54310906  0.9938078   0.9815997  ...  0.5074967   1.0717863
   1.2377392 ]
 [ 0.63964665  1.1243844   1.0808927  ...  0.58041376  1.192067
   1.374417  ]
 ...
 [-1.5656221  -0.4548008  -0.41751817 ... -1.4727815  -1.5548196
  -1.5656221 ]
 [-1.5656221  -0.6792851  -0.754205   ... -1.5656221  -1.5656221
  -1.5656221 ]
 [-1.5656221  -1.5656221  -1.5656221  ... -1.5656221  -1.5656221
  -1.5656221 ]]",1
"[[-0.242173   -0.07053763 -0.6010586  ... -0.5046188  -0.2096671
  -0.33300218]
 [-0.15531188 -0.02630576 -0.3140509  ... -0.24907297 -0.25801724
   0.6635523 ]
 [-0.08702314  0.0152412  -0.18206821 ... -0.12313628 -0.317541
   0.83237416]
 ...
 [-1.1600904   0.08696248  0.05576279 ...  0.20059696 -0.3412599
  -0.09041954]
 [-1.2725632  -0.06114946 -0.19561453 ... -0.2174142  -0.6883869
  -0.37726977]
 [-1.2725632  -1.1064278  -0.6890587  ... -1.111783   -1.2725632
  -1.2725632 ]]",1
"[[-0.78375417  0.36109686  0.28314283 ... -0.8838698  -0.8838698
  -0.8838698 ]
 [ 0.03511447  0.766215    1.127704   ... -0.8838698  -0.8838698
  -0.8838698 ]
 [ 0.19197662  0.9071025   1.2848741  ... -0.8838698  -0.8838698
  -0.8838698 ]
 ...
 [-0.8838698  -0.8838698  -0.8838698  ... -0.8838698  -0.8838698
  -0.8838698 ]
 [-0.8838698  -0.8838698  -0.8838698  ... -0.8838698  -0.8838698
  -0.8838698 ]
 [-0.8838698  -0.8838698  -0.8838698  ... -0.8838698  -0.8838698
  -0.8838698 ]]",1
"[[16.367296   -0.05730514 -0.05730514 ... -0.05730514 -0.05730514
  -0.05730514]
 [16.367308   -0.05730514 -0.05730514 ... -0.05730514 -0.05730514
  -0.05730514]
 [16.385376   -0.05730514 -0.05730514 ... -0.05730514 -0.05730514
  -0.05730514]
 ...
 [23.679134   16.796122   -0.05730514 ... -0.05730514 -0.05730514
  -0.05730514]
 [23.011906   14.605837   -0.05730514 ... -0.05730514 -0.05730514
  -0.05730514]
 [21.702213    7.283701   -0.05730514 ... -0.05730514 -0.05730514
  -0.05730514]]",1
"[[-0.08762688  0.37001967  0.74800867 ... -0.7631938  -0.7814134
  -0.9709614 ]
 [ 0.2299913   0.5982821   0.80067617 ... -0.40214476 -0.59068245
  -0.63010615]
 [ 0.3768479   0.7253097   0.84942096 ... -0.24819022 -0.47484395
  -0.4792837 ]
 ...
 [-0.91879374 -0.73431027 -0.22855863 ... -1.6734163  -1.6734163
  -1.6734163 ]
 [-1.4172454  -0.6929536  -0.6595556  ... -1.6734163  -1.6734163
  -1.6734163 ]
 [-1.6734163  -1.6187993  -1.6734163  ... -1.6734163  -1.6734163
  -1.6734163 ]]",0
"[[-0.6015188  -0.66964316 -0.7027573  ... -0.10690488  0.31189197
   0.03816161]
 [-0.16849804 -0.6316623  -0.37110177 ...  0.20488313  0.5334348
   0.31135684]
 [ 0.01196064 -0.5926822  -0.20799398 ...  0.36371416  0.66780996
   0.46083653]
 ...
 [-0.7054265  -0.8653299  -1.7604077  ... -0.76689017 -1.4766786
  -1.8707616 ]
 [-0.8919269  -1.0225766  -1.7761731  ... -1.342477   -2.037212
  -2.037212  ]
 [-1.339164   -1.8270475  -2.037212   ... -1.8577337  -2.037212
  -2.037212  ]]",1
"[[-1.3644987  -1.3644987   0.4712311  ... -0.97134364 -0.5482833
   0.09360974]
 [-1.3644987  -1.3644987   0.76583785 ... -1.0142261  -0.26565638
   0.23121712]
 [-1.3644987  -1.3644987   0.9078392  ... -1.0634567  -0.1260895
   0.32687813]
 ...
 [-1.3644987  -1.3644987  -1.3644987  ... -1.3644987   0.27604914
   0.5166803 ]
 [-1.3644987  -1.3644987  -1.3644987  ... -1.3644987  -0.11921157
   0.50891244]
 [-1.3644987  -1.3644987  -1.3644987  ... -1.3644987  -0.8615978
  -0.360833  ]]",1
"[[-0.7004062  -0.61485046 -0.23632042 ... -0.73119426 -0.73119426
  -0.73119426]
 [-0.65012854 -0.2866996  -0.24436559 ... -0.73119426 -0.73119426
  -0.73119426]
 [-0.604357   -0.14867975 -0.24964537 ... -0.73119426 -0.73119426
  -0.73119426]
 ...
 [-0.73119426 -0.73119426 -0.73119426 ... -0.73119426 -0.73119426
  -0.73119426]
 [-0.73119426 -0.73119426 -0.73119426 ... -0.73119426 -0.73119426
  -0.73119426]
 [-0.73119426 -0.73119426 -0.73119426 ... -0.73119426 -0.73119426
  -0.73119426]]",1
"[[-1.0549686  -1.0549686  -1.0549686  ... -1.0549686  -1.0549686
  -1.0549686 ]
 [-1.0549686  -1.0549686  -1.0549686  ... -1.0549686  -1.0549686
  -1.0549686 ]
 [-1.0549686  -1.0549686  -1.0549686  ... -1.0549686  -1.0549686
  -1.0549686 ]
 ...
 [-1.0549686  -1.0549686  -1.0549686  ...  0.40751714  0.4659935
   0.10096498]
 [-1.0549686  -1.0549686  -1.0549686  ... -0.06781879 -0.3059645
  -0.50314   ]
 [-1.0549686  -1.0549686  -1.0549686  ... -1.001537   -1.0336527
  -1.0549686 ]]",1
"[[-0.73248476 -0.518804   -1.057346   ... -0.8112211  -0.18762206
  -0.6074425 ]
 [-0.28433478 -0.599921   -0.04798395 ... -0.90713674 -0.36893
  -0.6676048 ]
 [-0.11334973 -0.7151086   0.1489315  ... -1.0564429  -1.1726133
  -0.7431209 ]
 ...
 [-1.2374263  -1.2374263  -1.2374263  ... -0.80268013 -0.1475611
  -1.2374263 ]
 [-1.2374263  -1.2374263  -1.2374263  ... -0.779815   -0.80126137
  -1.2374263 ]
 [-1.2374263  -1.2374263  -1.2374263  ... -1.2374263  -1.2374263
  -1.2374263 ]]",1
"[[ 0.89491093  1.525959    1.2683402  ... -0.6301939  -0.6301939
  -0.6301939 ]
 [ 0.9351783   1.5549233   1.2510201  ... -0.6301939  -0.6301939
  -0.6301939 ]
 [ 0.9753118   1.5858608   1.2359743  ... -0.6301939  -0.6301939
  -0.6301939 ]
 ...
 [-0.6301939  -0.6301939  -0.6301939  ... -0.6301939  -0.6301939
  -0.6301939 ]
 [-0.6301939  -0.6301939  -0.6301939  ... -0.6301939  -0.6301939
  -0.6301939 ]
 [-0.6301939  -0.6301939  -0.6301939  ... -0.6301939  -0.6301939
  -0.6301939 ]]",1
"[[ 0.9457273   1.0797883   1.2686571  ...  0.87034047  1.156896
   0.9149902 ]
 [ 0.9703291   1.1254462   1.1869247  ...  0.87919533  1.152062
   0.8020922 ]
 [ 0.99721307  1.1692015   1.0679787  ...  0.8917488   1.1507379
   0.5976965 ]
 ...
 [-1.3651197  -0.6512646  -0.57789034 ... -1.4987023  -1.3782321
  -0.85847557]
 [-1.5874581  -0.6061675  -0.5146168  ... -1.4863468  -1.3218557
  -0.8794092 ]
 [-1.7650946  -1.4243543  -0.8694081  ... -1.7650946  -1.7650946
  -1.434635  ]]",1
"[[-0.58620197 -0.86039394 -0.8187249  ... -0.21310823 -0.3495013
   0.13619918]
 [-0.32965448 -1.0390806  -0.9450841  ...  0.0174888  -0.28204325
   0.29051718]
 [-0.19384618 -1.602448   -1.1983832  ...  0.14657508 -0.22294393
   0.39419326]
 ...
 [ 1.4438442   0.8802839   0.43056366 ... -0.61735594 -0.44093007
  -0.6078834 ]
 [ 0.98653084  0.55684084  0.07633045 ... -1.0609076  -1.1411918
  -1.1710614 ]
 [ 0.26183614 -0.4068295  -1.4516653  ... -1.602448   -1.602448
  -1.602448  ]]",0
"[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",1
"[[-1.0583942  -1.0583942  -1.0583942  ... -0.76730645 -0.83263314
  -0.3778458 ]
 [-1.0583942  -1.0583942  -1.0583942  ... -0.6322628  -0.4487882
  -0.5006445 ]
 [-1.0527732  -1.0583942  -1.0583942  ... -0.5400006  -0.2989025
  -0.76643497]
 ...
 [-1.0583942  -1.0583942  -1.0583942  ... -0.7187639  -1.0583942
  -0.9425076 ]
 [-1.0583942  -1.0583942  -1.0583942  ... -1.0583942  -0.93476766
  -0.8567473 ]
 [-1.0583942  -1.0583942  -1.0583942  ... -1.0583942  -1.01545
  -1.0583942 ]]",0
"[[ 1.4285275   0.15870425 -0.28697765 ... -0.3911423  -0.3911423
  -0.3911423 ]
 [ 1.4425138   0.6315237   1.3665226  ... -0.3911423  -0.3911423
  -0.3911423 ]
 [ 1.4606199   0.81904525  1.5896151  ... -0.3911423  -0.3911423
  -0.3911423 ]
 ...
 [ 0.8654915  -0.33623093  0.46235096 ... -0.3911423  -0.3911423
  -0.3911423 ]
 [ 0.84722567  0.21058078  0.33050248 ... -0.3911423  -0.3911423
  -0.3911423 ]
 [ 0.8331352  -0.3911423  -0.3911423  ... -0.3911423  -0.3911423
  -0.3911423 ]]",1
"[[-0.8955274  -0.6370987  -0.9685943  ... -0.49819195 -0.43565828
  -0.05959843]
 [-0.92900056 -0.70026135 -1.1133922  ... -0.6680556  -0.39482138
   0.20846777]
 [-0.96515405 -0.78368175 -1.4404173  ... -1.4404173  -0.3551113
   0.3427333 ]
 ...
 [-1.4404173  -1.4404173  -1.4404173  ... -0.44629058 -0.3135876
  -0.8710279 ]
 [-1.4404173  -1.4404173  -1.4404173  ... -0.6890857  -0.909175
  -1.1381526 ]
 [-1.4404173  -1.4404173  -1.4404173  ... -1.4404173  -1.4404173
  -1.4404173 ]]",1
"[[ 1.4033619  -0.6919111  -0.7037246  ... -0.80811346 -0.68933916
  -0.70432925]
 [ 1.4886165   0.57388353  0.3342177  ...  0.08511345  0.02664769
  -0.07734172]
 [ 1.5622216   0.80311966  0.56009644 ...  0.30719578  0.24089573
   0.1308876 ]
 ...
 [-1.3143555  -0.9755154  -1.2175415  ... -2.077564   -2.445764
  -2.9242353 ]
 [-1.4992204  -1.7538465  -1.6510117  ... -2.6369443  -2.9242353
  -2.9242353 ]
 [-2.085598   -2.9242353  -2.9013774  ... -2.9242353  -2.9242353
  -2.9242353 ]]",1
"[[ 0.63826084 -0.4238186   0.8795497  ... -1.0280704  -1.0280704
  -1.0280704 ]
 [ 0.7306415   0.10065676  1.0425851  ... -1.0280704  -1.0280704
  -1.0280704 ]
 [ 0.79985625  0.24709404  1.1397765  ... -1.0280704  -1.0280704
  -1.0280704 ]
 ...
 [-1.0280704  -1.0280704   0.02573988 ... -1.0280704  -1.0280704
  -1.0280704 ]
 [-1.0280704  -1.0280704  -0.2484867  ... -1.0280704  -1.0280704
  -1.0280704 ]
 [-1.0280704  -1.0280704  -1.0280704  ... -1.0280704  -1.0280704
  -1.0280704 ]]",1
"[[-0.5657221  -0.7638142  -0.3440528  ... -0.55642956 -0.37031394
  -0.60587454]
 [-0.5556714  -0.7638142  -0.39829785 ... -0.4374269  -0.1287878
  -0.57933223]
 [-0.54240257 -0.7638142  -0.46756056 ... -0.35304397 -0.00507579
  -0.5514408 ]
 ...
 [-0.7638142  -0.7638142  -0.7638142  ... -0.7638142  -0.7638142
  -0.7638142 ]
 [-0.7638142  -0.7638142  -0.7638142  ... -0.7638142  -0.7638142
  -0.7638142 ]
 [-0.7638142  -0.7638142  -0.7638142  ... -0.7638142  -0.7638142
  -0.7638142 ]]",1
"[[-0.4306974  -0.3335748  -0.42798543 ... -0.13688767  0.16481239
   0.16250458]
 [-0.454042   -0.3774305  -0.5684462  ...  0.48836666  0.8303553
   0.89440054]
 [-0.4770079  -0.42870378 -0.9313226  ...  0.6594673   1.0031067
   1.0693406 ]
 ...
 [-1.0886788  -0.6780756  -0.4843244  ... -1.10636    -0.84180254
  -1.1066862 ]
 [-1.0848795  -1.1023105  -0.87256205 ... -1.1066862  -1.0777448
  -1.1066862 ]
 [-1.1066862  -1.1066862  -1.1066862  ... -1.1066862  -1.1066862
  -1.1066862 ]]",1
"[[ 0.88773984 -1.3437152  -0.033571   ... -0.47412992 -0.4127484
  -0.6441377 ]
 [ 0.9159216  -1.3403866  -0.1574205  ... -0.48116514 -0.41619784
  -0.43804792]
 [ 0.9460846  -1.333119   -0.39359948 ... -0.48470855 -0.41590637
  -0.31454906]
 ...
 [-0.49729732 -0.5411455   0.8056571  ... -1.3416036  -1.614205
  -1.614205  ]
 [-1.0062754  -1.1126367   0.5531545  ... -1.614205   -1.614205
  -1.614205  ]
 [-1.614205   -1.614205   -0.71293163 ... -1.614205   -1.614205
  -1.614205  ]]",1
"[[ 2.1566305   0.7199474   0.73173255 ... -0.9885838  -0.6216777
  -0.5864812 ]
 [ 2.278428    1.365318    1.040874   ... -0.9885838  -0.7890788
  -0.6780984 ]
 [ 2.3687932   1.5516084   1.19066    ... -0.9885838  -0.9885838
  -0.81695324]
 ...
 [-0.15663302 -0.92577493 -0.710526   ... -0.9885838  -0.9885838
  -0.9885838 ]
 [-0.38562006 -0.9885838  -0.9885838  ... -0.9885838  -0.9885838
  -0.9885838 ]
 [-0.74503225 -0.9885838  -0.9885838  ... -0.9885838  -0.9885838
  -0.9885838 ]]",1
"[[ 0.9100518  -0.0715903   1.1953919  ... -0.6571132  -0.6571132
  -0.6571132 ]
 [ 0.862149    0.31752756  1.3466778  ... -0.6571132  -0.6571132
  -0.6571132 ]
 [ 0.80484885  0.4720816   1.4469557  ... -0.6571132  -0.6571132
  -0.6571132 ]
 ...
 [-0.6571132  -0.6571132   0.04065278 ... -0.6571132  -0.6571132
  -0.6571132 ]
 [-0.6571132  -0.6571132  -0.47485122 ... -0.6571132  -0.6571132
  -0.6571132 ]
 [-0.6571132  -0.6571132  -0.6571132  ... -0.6571132  -0.6571132
  -0.6571132 ]]",0
"[[ 1.397747    1.3720812   1.4744936  ...  1.3446344   1.2518781
   1.4268317 ]
 [ 1.4530394   1.5795096   1.5025872  ...  1.547734    1.2884916
   1.5704356 ]
 [ 1.5041987   1.7033591   1.5326675  ...  1.6702044   1.325576
   1.6706748 ]
 ...
 [-0.19618723 -0.53636277 -0.981986   ... -1.5990207  -1.5990207
  -1.5990207 ]
 [-0.09989508 -0.48302543 -1.2696723  ... -1.5990207  -1.5990207
  -1.5990207 ]
 [-0.7263801  -1.5961709  -1.5990207  ... -1.5990207  -1.5990207
  -1.5990207 ]]",1
"[[ 1.3699294   1.2405102   1.7445779  ...  1.0323299   1.3447558
   1.2788684 ]
 [ 1.3766272   1.3558713   1.8237349  ...  1.3620132   1.5521278
   1.5045158 ]
 [ 1.3871624   1.4424384   1.8903565  ...  1.5137705   1.6749425
   1.6327549 ]
 ...
 [-1.4303291  -1.4303291  -1.0303203  ...  0.29600385 -0.9001015
  -1.4303291 ]
 [-1.4303291  -1.4303291  -1.2676183  ... -0.00586129 -1.0895436
  -1.4303291 ]
 [-1.4303291  -1.4303291  -1.4303291  ... -1.1124773  -1.4303291
  -1.4303291 ]]",0
